ALL VALUES ARE ARE LOG(2) [EXPRESSION RATIOS] 					Experimental treatment:	15 microg/ml Nor, 2 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 10 min	15microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	15 microg/ml Nor, 2 min	15 microg/ml Nor, 3 min	15 microg/ml Nor, 4 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 7 min	15 microg/ml Nor, 10 min	15 microg/ml Nor, 15 min	15 microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	20 microg/ml Novo, 5 min	50 microg/ml Novo, 5 min	200 microg/ml Novo, 5 min
yihA 	b3865	GTPase_essential_for_cell_cycle	-0.71909701	0.006375	-7.2933589427	-0.152	0.4222	-0.05889	0.1763	1.104	0.669	0.696	0.6229	0.5261	0.7312	0.6229	-0.6666	-0.737	-0.5146	-0.6215	-1.184	-0.889	-0.5995	-0.3585	-1.1327	-1.252	-0.5778	-0.731575	-0.5778	-0.9857	-0.6215	-0.152	-0.4739	-0.304	-0.08927	-0.6215	-1.474	-1.515	-1.218	-2.396
accA 	b0185	acetylCoA_carboxylase,_carboxytransferase_component,_alpha_subunit	-0.724436384	0.006625	-7.2378638301	-0.2515	0.2869	-0.04394	0.2141	-0.2345	0.4005	0.4005	0.3785	0.2016	0.2016	-0.1681	-0.3401	0.1375	-0.2009	-0.3585	-0.8625	-0.4739	-0.2688	-0.074	-0.5995	-0.2863	0	-0.75525	-0.1844	-0.93745	-1.12	-0.5295	-0.05889	-0.3771	-0.7859	-0.889	-0.3771	-0.08927	-0.5564	-0.8365
ggt 	b3447	gamma-glutamyltranspeptidase	0.747799383	0.00675	-7.2108967825	-0.4941	0.3334	0.1506	-0.4344	0.2987	-0.3959	-0.1203	-0.3771	-0.454	-0.6439	-0.737	0.251	-0.5146	-0.9434	0.577945	0.5361	0.1635	0.2987	0.2141	0.04475	-0.1844	0.4005	0.128875	0.856	0.48555	0.6229	0.35685	0.3219	0.5753	0.774	1.373	1.287	0.3561	0.4222	0.189
yghR 	b2984	orf,_hypothetical_protein	0.677198637	0.00675	-7.2108967825	-0.3585	-0.2176	0.07039	-0.3219	0.08406	-0.7612	-0.5146	-0.1681	-0.6215	-0.811	-0.0145	0.3896	-0.2688	-0.1681	0.5753	0.6041	0.4542	0.3674	0.3448	-0.1682	-0.152	1.35	-0.016345	1.131	-0.037455	0.6871	0.3656	0.6323	0.4751	0.7655	1.417	1.367	0.2869	-0.1844	0.6323
ydiA 	b1703	orf,_hypothetical_protein	-0.670247224	0.006875	-7.1844245711	0.2388	0.263	0.2265	0.5753	1.091	0.2141	0.1506	0.4114	0.8156	0.8319	-0.3771	-0.304	-1.089	-0.1203	-1.184	-1.837	-1.515	-1.837	-0.5146	-0.7532	-0.737	-0.9434	-0.702	-1.644	-0.9574	-2.059	-0.5	0.1635	0.01436	-0.3401	-0.6439	-0.5353	-2.252	-2.837	-3.474
ydgO 	b1630	orf,_hypothetical_protein	0.734222913	0.006875	-7.1844245711	-0.0145	0.01436	0.3103	-1.184	-1.644	0.111	-0.1681	-0.074	-1.286	-0.6215	-0.2176	-0.2176	-0.6439	-0.1681	0.5361	-0.1361	0.3674	0.1375	0.5945	-0.1958	0.5059	1.064	0.08815	1.485	0.0615	0.5261	0.41595	0.7991	0.6135	1.157	0.903	1.151	0.7991	0.9635	0.9107
ydeH 	b1535	orf,_hypothetical_protein	0.741138179	0.006875	-7.1844245711	0.5261	-0.074	0.4222	-1.218	-0.7612	0.7225	0.04264	0.2987	-0.6897	-0.9714	0.4436	0.5059	0.1635	0.5059	0.8953	0.1506	0.8074	0.6599	1.084	0.4117	0.6415	1.575	0.83585	1.884	0.9592	1.411	1.057	1.299	0.6323	2.057	1.766	1.251	1.131	1.664	1.239
rpoD 	b3067	RNA_polymerase,_sigma(70)_factor;_regulation_of_proteins_induced_at_high_temperatures	0.687297624	0.006875	-7.1844245711	-0.1681	1.176	0.9184	0.585	0.3219	0.8319	1.151	1.251	0.3219	0.6135	-0.152	0.8718	0.5059	0.111	1.561	1.485	1.208	1.064	1.084	0.621	1.257	2.651	1.7945	3.173	1.4195	1.637	0.837	1.239	2.151	2.293	1.475	1.131	2.575	2.755	3.079
citA 	b0619	putative_sensor-type_protein	0.671335783	0.00725	-7.1078032895	0	0	-0.074	-0.2345	0.4114	-0.3771	-0.454	-0.3219	-0.4344	-0.454	0.546	0.2265	-0.05889	-0.2345	1.305	1.084	0.546	0.5059	0.2265	0.18155	-0.074	0.4854	0.12425	0.5656	0.4113	-0.074	0.17805	0.8074	0.3896	1.501	1.655	1.373	1.333	1.118	1.104
yceA 	b1055	orf,_hypothetical_protein	-0.693819912	0.007875	-6.9885043612	-0.152	0.6135	0.02857	-1.252	-1.599	0.08406	-0.074	0.2265	-1.184	-1	-0.05889	-1.322	-0.1203	0.3103	-1.286	-1.737	-0.7859	-0.1844	-1.434	-2.144	-2.474	-2.059	-1.7026	-2.252	-2.2275	-2.252	-0.8685	-1.69	-1.358	-1.943	-1.737	-1.286	-1.434	-1.644	-3.059
gpmA 	b0755	phosphoglyceromutase_1	-0.719176396	0.008125	-6.9434164716	0.6781	0.7225	0.3561	0.4647	0.9855	0.3674	0.1375	0	0.1243	0.1506	-0.7859	-0.5353	0.111	0.02857	-1.029	-1.358	-1.358	-2.184	0.3785	-0.32647	-0.6439	-0.1203	-1.0145	-0.5353	-1.52	-1.12	-0.4857	0.3674	-0.4941	-0.3219	-0.8365	-1.029	-0.8365	-1.184	-1.556
folX 	b2303	D-erythro-7,8-dihydroneopterin_tri_P_epimerase	-0.743732996	0.008125	-6.9434164716	0.4114	0.263	0.2869	0.3896	0.111	0.3103	0.251	0.5945	0.4854	1.07	-0.5353	-0.0145	0.04264	0.263	-0.6897	-0.5778	-0.04394	-0.3585	-0.2009	-0.0861	-0.3585	-0.2863	-0.60045	-0.7859	-0.8495	-0.4941	-0.5	0.3896	0.09761	-1.089	-1.152	-1.434	-0.1844	0.01436	-0.5146
yifK 	b3795	putative_amino_acid/amine_transport_protein	-0.657069123	0.008375	-6.8996950942	-0.04394	0.3448	0.3785	1.22	1.163	-0.1844	0.02857	-0.08927	0.263	0.3103	-0.7612	-0.1203	-0.2345	-1.358	-1.474	-1.426861	-2.322	-1.474	-0.889	-0.93125	-0.5778	-0.6897	-0.63305	-1.358	-0.72505	-0.1844	-0.06805	-1.837	-1.358	-2.644	-1.358	-0.7612	-1.322	-0.9434	-2.513092
manA 	b1613	mannose-6-phosphate_isomerase	-0.68626238	0.008875	-6.8160371652	0.05658	0.189	-0.08927	0.3334	0.2016	0.6135	0.08406	0.1763	0.4114	0.4854	0.09761	-0.1203	0.2141	0.4436	-0.4941	-0.3585	-0.5778	-0.7131	0.5059	-0.111465	-0.3585	-0.2515	-0.8333	-0.9434	-0.7499	0.5656	0.014285	-0.0145	-0.415	-1.322	-0.152	-0.2345	-0.5995	-0.8625	-1.152
yaeF 	b0193	orf,_hypothetical_protein	0.684084911	0.008875	-6.8160371652	-0.4344	-0.152	-0.2345	-0.3585	-0.152	-0.737	-0.5146	-0.6439	-0.7859	-1.089	-0.1203	-0.2515	-0.4941	-0.415	-0.4941	-0.2515	-0.08927	-0.2345	0.1763	0.41635	0.263	0.1635	0.4542	0.1506	0.32755	0.251	0.06875	0.3448	0.05658	0.3103	0.848	0.4114	0.09761	-0.415	-0.415
atoA 	b2222	acetyl-CoA:acetoacetyl-CoA_transferase_beta_subunit	0.541661775	0.008875	-6.8160371652	-0.8625	-0.6215	-0.2515	-0.5778	-0.4739	0.01436	-0.9434	-0.4739	-0.5778	-0.6666	-0.074	-0.454	0.275	-0.5995	0.9184	0.5945	0.4114	0.1635	0.3219	0.37425	0.6508	0.5558	0.42615	0.585	0.32015	0.9184	0.29725	0.2987	0.263	-0.1203	0.6781	0.07039	-0.121772	-0.6215	-1.003141
yfcS 	b2336	putative_chaperone	0.72877707	0.009375	-6.7369655942	-0.3771	-1	0.4222	-0.3771	0.1375	-0.5146	-0.2863	-0.3219	-0.2176	-0.3401	-0.5778	-0.811	0.04264	0.7485	0.275	0.819783	0.546	0.7312	0.3103	0.10798	-0.1047	0.7398	0.0615	0.774	0.26175	0.6508	0.3699	0.8953	0.903	2.254	1.926	2.036	0.4005	1.189	0.8875
b1588 	b1588	putative_oxidoreductase,_major_subunit	0.744433696	0.00975	-6.6803820658	-0.04394	0.09761	-0.08927	-0.1844	-0.0145	0.111	-0.1203	-0.3771	-0.2688	-0.1844	-0.3219	0.3674	-0.5564	-0.2345	0.2388	0.1243	-0.08927	0.01436	0.4114	0.46875	0.2016	0.3561	0.56535	0.3674	0.6306	-0.1203	0.06215	1.05	0.6041	1.345	1.22	1.35	0.6599	1.263	1.828
ycfO 	b1107	orf,_hypothetical_protein	-0.668357472	0.0105	-6.5734668619	0.2141	0.189	-0.08927	0.3103	0.5261	-0.08927	-0.2863	-0.2688	0.02857	0.1506	0.3896	0.09761	-0.2176	0.08406	-0.6439	-0.7131	-0.3219	-0.8365	-0.2009	-0.84025	-0.9714	-1.556	-0.84155	-2.184	-1.27	-1.152	-0.661	0.2141	0.02857	0.09761	-0.5353	-0.2515	-1.396	-1.889	-2.737
yrbL 	b3207	orf,_hypothetical_protein	-0.646301131	0.011375	-6.4579896445	-0.1047	-0.04394	-0.152	-0.2688	0.3561	-0.5564	-0.4941	-0.4739	-0.5995	-0.152	0.516	0.2388	0.3896	0.1375	-0.454	-0.737	-0.9714	-1.644	-0.8365	-0.89295	-0.889	-1.286	-0.889	-1.12	-0.9434	-1.029	-0.3685	-0.2515	-0.5353	0.04264	-0.4941	-0.152	-1.152	-1.358	-1.286
intE 	b1140	prophage_e14_integrase	0.680547985	0.011375	-6.4579896445	-0.4344	-0.3585	-0.2688	-0.2515	0.1243	-0.2345	-0.2176	0	0.04264	-0.3585	-0.7859	0.4542	-0.3219	-0.152	0.1375	0.5361	0.05658	0	0.1763	0.51245	0.251	0.3785	0.40425	-0.074	0.4119	-0.1203	0.1194	0.848	0.7137	0.7908	1.379	0.1763	1.257	1.138	1.35
yrdC 	b3282	orf,_hypothetical_protein	-0.686175435	0.012	-6.3808217839	0	-0.1361	-0.08927	0.2987	0.111	0.08406	0.111	-0.074	0.3561	-0.2009	0.2016	-0.1681	0.7655	-0.8365	-0.9714	-0.6215	-0.5564	-0.5146	-0.3771	-0.74705	-0.889	-0.5995	-1.0295	-0.5564	-1.219	0.1375	-0.4857	-1	-0.3771	-0.9714	-0.8625	-0.6215	-1.089	-2.059	-2.943
shiA 	b1981	putative_transport_protein,_shikimate	-0.632194037	0.012	-6.3808217839	0.3674	0.2987	-0.1681	0.5361	0.433	-0.1203	0.01436	0.07039	0.07039	0.6041	0.189	0.4854	0.4854	-0.074	-1.396	-0.08927	-0.3771	-1.12	0.02857	-0.21625	-0.3771	-0.2688	-0.50435	0.111	-0.5468	0.08406	-0.17925	-1.396	-1.440666	-2.556	-0.6666	0.01436	-0.5995	-0.9714	-1.644
narY 	b1467	cryptic_nitrate_reductase_2,_beta_subunit	0.645185598	0.012	-6.3808217839	-0.1203	-0.4344	0.1763	0.09761	0.111	-0.1047	-0.2863	-0.2345	-0.152	-0.08927	-0.3585	-0.0145	0.3561	-0.0145	0.9411	1.475	0.4222	-0.2688	0.189	0.46875	0.6229	0.774	0.38245	-0.0145	0.6075	0.09761	-0.014575	0.2016	0.433	1.705	1.57	1.422	0.774	1.084	0.6508
htrE 	b0139	probable_outer_membrane_porin_protein_involved_in_fimbrial_assembly	0.703788007	0.012	-6.3808217839	0.01436	0.2016	-0.152	-0.3959	-0.1844	-1.089	-1.12	-1.089	-1.434	-1.322	-0.05889	1.356	0.251	-0.4739	0.84	1.091	1.422	0.5945	0.4005	0.25015	0.2388	1.007	0.4909	1.333	0.6589	0.433	0.39955	0.7225	0.903	1.48	1.521	0.516	0.8237	0.856	0.84
gshA 	b2688	gamma-glutamate-cysteine_ligase	-0.633350713	0.01325	-6.2378638301	0.04264	0.3334	-0.2176	-0.152	0.08406	-0.3401	-0.415	-0.4941	-0.5146	-0.4344	0.1506	-0.2009	-0.3585	0.07039	-0.5995	-1.089	-1.029	-0.9159	-0.6439	-1.501	-1.599	-1.474	-1.935	-2.184	-2.644	-2	-1.198	0.04264	0.3896	-0.5995	-0.8365	-1.089	-0.5353	-0.7612	-0.889
proC 	b0386	pyrroline-5-carboxylate_reductase	-0.711312271	0.01325	-6.2378638301	-0.1047	-0.1047	-0.0145	0.2141	0.2987	0.08406	-0.3401	0.04264	0.08406	0.1243	0.07039	-0.04394	0.189	-0.152	0.07039	-0.2515	-0.08927	-0.2515	-0.1681	-0.8833	-0.8625	-0.5778	-0.99955	-0.7612	-1.2227	-1	-0.08405	-0.6439	-0.889	0.585	-1.218	-1.059	-0.2688	-0.7859	-0.7859
secB 	b3609	protein_export;_molecular_chaperone;_may_bind_to_signel_sequence	-0.774406574	0.013375	-6.2243172983	0.2141	0.1243	-0.3771	0.8156	0.189	0.251	0.08406	0	0.7225	0.5261	0.4222	0.09761	0.2388	-0.1047	0.1763	-0.3771	-0.2009	-0.2009	0.3448	-0.3649	-0.2345	0.04264	-0.305	-0.8625	-0.742	-0.4344	-0.56	-0.02915	-0.2345	-0.5564	-0.4941	-0.4941	-0.5353	-0.737	-1.184
panD 	b0131	aspartate_1-decarboxylase	-0.644437901	0.01375	-6.1844245711	-0.1681	0.09761	-0.4344	0.08406	0.1635	0.1635	-0.1361	0.1635	0.08406	0.09761	-0.7859	-1.889	-0.5353	-0.454	-2.474	-2.396	-2.184	-2.12	-0.5995	-0.58615	-0.6215	-1.12	-0.92965	-1.786	-1.324	-2.059	-0.822	-0.4344	-1.059	-0.8365	-1.889	-1.152	-0.9159	-1.474	-1.515
otsB 	b1897	trehalose-6-phosphate_phophatase,_biosynthetic	0.72659971	0.013875	-6.1713684183	-0.3219	-0.415	0	-0.152	0.546	0.111	-0.1203	-0.1681	0.275	0.275	-0.6215	-0.3219	-0.05889	0.01436	0.1375	0.1243	-0.1844	0.4957	0.6323	0.85105	0.585	0.9336	0.57335	0.5059	0.7355	0.4647	0.1375	0.7137	0.669	0.6415	1.299	1.339	2.007	2.186	2.236
b2256 	b2256	orf,_hypothetical_protein	0.601891885	0.014	-6.1584293626	-0.5564	-1.059	-0.2515	-0.454	-0.1681	-0.04394	-0.5146	-0.454	-0.6897	-0.7612	-0.2688	-1.184	0.09761	0.3561	0.7991	0.9107	0.9411	1.029	-0.1047	0.149605	0.433	1.157	0.31475	0.9855	0.2239	0.516	-0.029445	0.546	0.4957	1.202	1.48	0.7908	-0.1844	-0.5353	-0.8365
yiaU 	b3585	putative_transcriptional_regulator_LYSR-type	0.651953497	0.014	-6.1584293626	0.111	0.111	0.2141	0.01436	0.6415	-0.5564	-0.6666	-0.6666	-0.811	-0.3959	0.6781	1.131	0.111	0.2869	1.454	3.501	2.903	1.595	0.4114	0.7133	0.5558	0.9184	0.61565	1.091	1.1665	0.5059	0.6255	0.07039	0.8718	1.736	1.642	1.449	1.31	1.84	1.556
ygaH 	b2683	orf,_hypothetical_protein	-0.690890655	0.01425	-6.1328942705	0.1763	-0.2345	0	-0.304	-0.2515	-0.1203	-0.08927	0.1243	0.02857	0.08406	-0.737	-0.5353	-0.4941	0.4957	-1.737	-1.379019	0.3103	-0.4739	-0.4344	-0.57925	-0.7612	-0.811	-0.33045	-1.515	-0.8112	-0.6897	-1.198	-0.9434	-1.029	-1.322	-1.69	-0.5995	-0.3585	-0.737	-1.474
b1706 	b1706	orf,_hypothetical_protein	-0.673479663	0.014375	-6.1202942337	-0.2176	-0.2345	-0.3401	0.05658	0.3103	-0.4344	-0.3771	-0.304	-0.1681	0.07039	-1	-0.3585	-0.6439	0.08406	-1.184	-0.9714	-0.6897	-1.059	-1.396	-1.258	-1.474	-1.252	-0.9342	-0.5353	-0.99125	-1.599	-0.609	0.6599	-1.943	-0.8365	-1.252	-0.7859	-1.434	-2.184	-2.737
visC 	b2906	orf,_hypothetical_protein	0.654385555	0.014375	-6.1202942337	-0.1361	0.01436	0.1375	-0.3959	-0.2345	0.01436	-0.1844	-0.0145	-0.2176	-0.4739	-0.5564	-0.152	0.2869	0.275	0.3785	1.609	0.4436	0.4222	0.2016	0.116315	0.275	0.2869	0.1741	0.3448	0.46285	-0.2688	-0.152	0.3219	1.227	1.454	1.007	1.036	0.8953	1.029	0.7137
recE 	b1350	exonuclease_VIII,_ds_DNA_exonuclease,_5'_-->_3'_specific	0.758313474	0.014375	-6.1202942337	-0.3585	-0.2688	0.1506	-0.4739	0.2987	-0.304	0.07039	-0.454	-0.0145	0.2141	0.1506	-0.3585	0.1635	-0.5146	-0.04394	-0.3585	-0.074	0.08406	0.4114	0.59705	0.6415	0.6599	0.5558	0.757	0.76495	1.104	0.507	0.3896	1.014	0.5361	1.795	1.937	0.7137	0.4436	0.757
yghQ 	b2983	orf,_hypothetical_protein	0.735090451	0.014375	-6.1202942337	0.07039	0.2265	0.275	-0.2515	0.5945	-0.3771	-0.2688	-0.1361	-0.737	-0.4941	0	0.04264	-0.2176	-1.69	0.6508	0.3219	0.4436	0.3219	0.5753	-0.04625	-0.1047	1.322	0.31965	1.35	0.50415	0.6135	0.43195	0.8953	0.8237	1.014	1.189	2.367	1.322	1.163	1.39
yeaI 	b1785	orf,_hypothetical_protein	0.644813164	0.014875	-6.0709665214	-0.2009	-0.6897	0.02857	-0.3959	0.585	-0.737	-0.6897	-0.6666	-1.252	-0.737	0.4854	1.379	-0.1681	0.585	1.84	1.416188	1.646	0.8718	0.4114	0.2598	0.2388	0.8875	0.3885	0.433	0.59585	0.6323	0.43985	2.956	1.744	1.945	2.272	2.057	1.029	1.367	0.9561
yahK 	b0325	putative_oxidoreductase	0.636091007	0.015375	-6.0232697793	-0.6439	-0.5564	-0.1047	-0.7131	-0.1844	-0.4344	-0.9159	-0.2345	-0.2176	-0.304	0.7049	-0.8365	0.1635	0.4854	1.417	0.5558	0.6323	0.263	0.2265	0.02857	0.01436	0.6781	0.31475	0.5945	0.25485	-0.1681	0.273	1.536	0.8319	1.05	1.281	0.9709	0.3674	0.5059	0.6229
yqeF 	b2844	putative_acyltransferase	-0.604533686	0.0155	-6.0115879743	0.08406	-0.9434	-0.415	0.3896	-0.05889	0.3103	0.6135	-0.3401	0.757	0.4005	-0.5353	-0.7612	-0.1844	0.2869	-2.059	-1.322	-0.7131	-0.05889	-1.184	-1.715	-1.737	-1.515	-1.737	-1.943	-1.6	-0.5146	-0.737	-0.9159	0.111	-0.7612	-0.3959	-0.304	-1.737	-1.837	-3.644
fabH 	b1091	3-oxoacyl-[acyl-carrier-protein]_synthase_III;_acetylCoA_ACP_transacylase	-0.695554451	0.01575	-5.9885043612	0.2265	0.5558	0.5558	0.251	-0.08927	0.4751	0.4854	0.774	0.4005	0.856	-0.5564	-0.6215	-0.9159	-0.3585	-0.5564	-1.029	0.07039	0.3334	0.1763	-1.515	-0.9434	-1.396	-2.184	-1.837	-2.1165	-2.322	-1	-0.2345	-1.322	-1.12	-1.322	0.07039	-0.811	-1.322	-1.943
sohA 	b3129	putative_protease;_htrA_suppressor_protein	-0.721117661	0.015875	-5.9770995979	0.5261	0.2141	0.1506	-0.0145	0.7398	-0.05889	-0.08927	0.09761	0.7991	0.774	0.08406	0.516	0.6229	0.3561	0.111	0.8718	1.05	0.2016	-0.5353	-0.8778	-0.9714	-0.8365	-1.322	-1.184	-1.0066	0.09761	-0.56	-1.889	-2.184	-1.837	-1.322	-1.184	-0.415	-1.786	-0.415
b2682 	b2682	orf,_hypothetical_protein	-0.643729518	0.016125	-5.9545570292	-0.02915	-0.1203	0.07039	-0.2515	-0.04394	0.07039	0.1506	0.07039	0.09761	0.4751	-0.5995	-0.304	-0.6897	0.6135	-0.5778	-0.9159	-0.6897	-0.6666	-0.9159	-0.8762	-0.5995	-1.029	-0.72745	-1.69	-1.0947	-1.396	-0.737	0.3785	-1.184	0.1375	-0.737	-0.05889	-0.7131	-1.184	-1.69
fixC 	b0043	flavoprotein;_electron_transport	0.723404117	0.01625	-5.9434164716	-0.04394	-0.5146	0.1243	0	-0.2688	0.09761	-0.2515	-0.1203	-0.074	0.3219	-0.3959	-0.7131	-0.889	-0.3401	-0.074	0.01436	0.04264	0.1506	0.3103	0.1439	0.05658	1.007	0.07039	0.4647	0.3305	0.5059	0.1837	1.778	1.516	2.111	1.941	2.29	1.131	1.651	1.88
ycfL 	b1104	orf,_hypothetical_protein	-0.742582946	0.016375	-5.9323612831	0.4647	0.1243	0.2016	0.7991	0.5656	0.04264	-0.1047	-0.1844	0.1763	0.4542	-0.6897	0.3896	2.322	-0.3771	-0.9714	-0.580771	-0.5353	-1.286	0.02857	-0.2581	-0.2863	-0.6439	-0.6666	-1.322	-0.78935	-1.252	-0.8685	-0.7131	-0.2688	-1	-1.322	-0.6439	-0.9714	-1.286	-2.556
b2372 	b2372	putative_receptor_protein	0.729152141	0.016375	-5.9323612831	-0.3771	-0.7612	-0.1681	-0.3585	-0.1361	-0.889	-0.02915	-0.6897	-0.9159	-0.8365	0.4647	0.7398	0.3896	-0.1361	0.189	0.1635	0.189	0.3896	0.4222	0.3065	0.263	0.5261	0.6597	0.546	0.5593	0.7991	0.1315	0.9486	0.8319	1.144	1.807	1.057	0.7485	0.9336	0.2869
yifE 	b3764	orf,_hypothetical_protein	-0.564606206	0.0165	-5.9213901653	0.2265	0.251	-0.1361	0.04264	-1.322	-0.5995	-0.6439	-0.3959	-1.252	-0.6215	-0.0145	-0.3585	0	0.263	-2.12	-1.627315	-1.644	-1.515	-0.9714	-0.281585	-0.4941	-1.786	-0.4453	-2.737	-0.62305	-0.8365	-0.9715	-3.322	-1.837	-2.737	-1.837	-1.599	-3.837	-1.218	-1.556
yciL 	b1269	orf,_hypothetical_protein	-0.735450411	0.016625	-5.9105018492	0.6135	1.208	0.856	-0.3959	-0.152	0.856	1.195	1.406	-0.08927	0.5261	-0.3959	-0.05889	0	-0.2515	-0.1361	0.07039	-0.074	-0.05889	0.3334	-1.235	-1.089	-0.6215	-1.1875	-1.029	-1.202	-1.644	-0.2889	-0.7859	-1.322	-2.252	-2	-1.252	0.1635	-0.737	-1.089
nrdA 	b2234	ribonucleoside_diphosphate_reductase_1,_alpha_subunit,_B1	-0.632231003	0.016875	-5.8889686876	0.2141	0.6041	1.287	0.848	1.872	0.2265	0.1375	1.444	1.333	2.513	0.251	0.2987	0.4114	-0.1047	-0.3585	-0.6897	-0.2345	0	-0.454	-2.7935	-2.474	-1.474	-2.943	-0.1681	-0.72115	1.722	1.2645	-0.8625	-2	-2.322	-0.889	-0.7131	-0.454	-1.029	-1.786
xapB 	b2406	xanthosine_permease	0.719667033	0.017125	-5.8677522017	-0.4344	-0.2345	-0.1361	-0.2863	0.1243	-0.3219	-0.5995	-0.152	-0.3401	-0.3401	0.3334	0.3448	0	0.1635	-0.074	0.3561	0.4114	0.3561	0.04264	0.2669	0.01436	0.2016	0.7527	0.2987	0.8872	0.6599	0.37425	1.043	0.9184	1.124	1.714	1.782	0.3448	0.2141	0.3448
b2337 	b2337	putative_outer_membrane_protein	0.638739947	0.017625	-5.8262329323	-0.1203	-0.3219	0.3103	0.263	0.1763	-0.2863	-0.1844	-0.05889	-0.3585	-0.1203	0.08406	0.09761	-0.0145	0.1243	1.35	0.2869	0.6135	-0.5778	0.263	0.3836	0.2016	0.2869	0.61045	0.189	0.546	0.4005	0.31145	1.275	0.9107	1.669	1.967	1.411	0.7398	1.151	0.9336
htpX 	b1829	heat_shock_protein,_integral_membrane_protein	-0.698799864	0.017875	-5.8059129479	0.6323	0.7485	0.5261	1.949	1.176	0.9709	0.7049	0.516	1.637	1.287	0.585	1.233	0.757	0.546	0.7908	1.401	0.7049	0.01436	0.1375	-0.45175	-0.152	-0.1681	-0.395695	-0.9434	-1.218	-0.3959	-0.5	-0.3959	-0.08927	-1.152	-0.8365	-0.415	0.8639	1.257	0.09761
tbpA 	b0068	thiamin-binding_periplasmic_protein	0.632905756	0.018625	-5.7466157642	0.275	0.1506	0.2016	-0.04394	-0.415	0.2987	0.251	0.3896	-0.2009	-0.4739	0.263	0.2869	-0.08927	0.04264	0.9635	0.4751	0.774	0.4854	0.4222	0.4751	0.714229	0.6323	0.9782	0.8237	0.4005	0	0.035195	0.585	0.5361	0.4751	0.5558	0.251	0.9635	1.526	1.465
celF 	b1734	phospho-beta-glucosidase;_cryptic	0.67651217	0.018625	-5.7466157642	-0.074	-0.6215	0.4647	0.05658	0.4436	-0.2009	-0.08927	-0.152	0.1243	0.2141	-0.7131	-0.1844	-0.415	0.189	0.7049	1.138	1.098	0.3103	0.4957	0.53725	0.1506	0.3219	0.9387	0.8875	1.01655	0.275	0.25295	-0.6439	0.7908	1.47	1.064	1.269	0.4751	0.4957	0.696
b1721 	b1721	orf,_hypothetical_protein	0.709812506	0.018625	-5.7466157642	-0.2345	-0.1203	0.3561	0.251	0.2141	-1.218	-1.286	-0.811	-1.322	-0.02915	0.251	0.6508	-0.2176	-0.6666	1.195	1.124	0.6041	0.4005	-0.152	0.3212	0.3674	0.6229	0.4502	1.021	1.363	1	0.49275	1.561	0.8237	2.472	2.911	2.281	-0.2345	0.817224	1.157
nusG 	b3982	component_in_transcription_antitermination	-0.7487723	0.01875	-5.7369655942	-0.0145	0.5361	0.5261	-0.889	-0.811	0.6781	0.4854	0.6041	-0.4739	-0.4739	-0.152	-0.3585	0.4751	-0.04394	-0.0145	-0.5146	-0.4941	-0.2009	-0.3401	-1.326	-1	-0.9434	-1.4005	-1.252	-1.37	-2.184	-0.822	-0.5353	-1.837	-0.6215	-2.396	-1.599	-0.415	-1.943	-2.837
dnaN 	b3701	DNA_polymerase_III,_beta-subunit	0.655075004	0.01875	-5.7369655942	0.3448	0.8953	-0.2009	-0.5995	-0.1203	0.7908	0.84	0.4647	-0.074	-0.3585	0.04264	0.1635	0.2265	-0.08927	0.9855	0.6781	1.245	0.9855	1.22	0.56005	0.4436	1.88	0.6578	2.381	1.111	1.189	0.753	-0.1844	0.4114	1.299	1.029	0.8718	1.918	1.58	1.77
tesB 	b0452	acyl-CoA_thioesterase_II	-0.730621435	0.0195	-5.6803820658	0.09761	-0.3219	-0.2345	-0.4344	0.1375	-0.1681	-0.1203	0.2265	0.3785	0.3785	-0.1844	-0.1844	0.4114	1.546	-0.6666	-0.722379	-0.304	-0.6215	-0.811	-1.287	-0.5146	-0.737	-1.0807	-1.12	-1.935	-1.089	-0.34485	1.111	-1.786	-0.737	-0.9714	-1.286	-0.811	-2.184	-2.184
b2254 	b2254	putative_sugar_transferase	0.570295209	0.019875	-5.6529013294	-0.6897	-0.2345	0	-0.5995	0.04264	-0.3219	-0.6439	-0.6897	-0.3585	-0.6439	0.2987	0.7485	0.757	0.5558	2.118	2.322	2.134	1.406	1.144	0.265305	-0.02915	1.872	0.5206	2.163	0.7526	0.4647	0.30675	0.275	0.5261	2.111	2.16	2.173	0.84	0.3561	-0.3959
